0,0.495996
1,0.342702
2,0.249023
3,0.193068
4,0.161134
5,0.144613
6,0.138072

0,0.143771
1,0.14359
2,0.143264
3,0.142857
4,0.142451
5,0.142124
6,0.141944

0,0.00999834
1,0.0139242
2,0.0183198
3,0.0229512
4,0.027445
5,0.031257
6,0.0336447

